,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
45,14825474,57912,BANKNIFTY23FEB44000PE,BANKNIFTY,0.0,2023-02-23,44000.0,0.05,25,PE,NFO-OPT,NFO
46,14826242,57915,BANKNIFTY23FEB44100PE,BANKNIFTY,0.0,2023-02-23,44100.0,0.05,25,PE,NFO-OPT,NFO
47,14826754,57917,BANKNIFTY23FEB44200PE,BANKNIFTY,0.0,2023-02-23,44200.0,0.05,25,PE,NFO-OPT,NFO
48,14827266,57919,BANKNIFTY23FEB44300PE,BANKNIFTY,0.0,2023-02-23,44300.0,0.05,25,PE,NFO-OPT,NFO
49,14828290,57923,BANKNIFTY23FEB44400PE,BANKNIFTY,0.0,2023-02-23,44400.0,0.05,25,PE,NFO-OPT,NFO
50,14828802,57925,BANKNIFTY23FEB44500PE,BANKNIFTY,0.0,2023-02-23,44500.0,0.05,25,PE,NFO-OPT,NFO
51,14829314,57927,BANKNIFTY23FEB44600PE,BANKNIFTY,0.0,2023-02-23,44600.0,0.05,25,PE,NFO-OPT,NFO
52,14830850,57933,BANKNIFTY23FEB44700PE,BANKNIFTY,0.0,2023-02-23,44700.0,0.05,25,PE,NFO-OPT,NFO
53,14831362,57935,BANKNIFTY23FEB44800PE,BANKNIFTY,0.0,2023-02-23,44800.0,0.05,25,PE,NFO-OPT,NFO
54,14831874,57937,BANKNIFTY23FEB44900PE,BANKNIFTY,0.0,2023-02-23,44900.0,0.05,25,PE,NFO-OPT,NFO
55,14834946,57949,BANKNIFTY23FEB45000PE,BANKNIFTY,0.0,2023-02-23,45000.0,0.05,25,PE,NFO-OPT,NFO
56,14835458,57951,BANKNIFTY23FEB45100PE,BANKNIFTY,0.0,2023-02-23,45100.0,0.05,25,PE,NFO-OPT,NFO
57,14835970,57953,BANKNIFTY23FEB45200PE,BANKNIFTY,0.0,2023-02-23,45200.0,0.05,25,PE,NFO-OPT,NFO
58,14836482,57955,BANKNIFTY23FEB45300PE,BANKNIFTY,0.0,2023-02-23,45300.0,0.05,25,PE,NFO-OPT,NFO
59,14836994,57957,BANKNIFTY23FEB45400PE,BANKNIFTY,0.0,2023-02-23,45400.0,0.05,25,PE,NFO-OPT,NFO
60,14839042,57965,BANKNIFTY23FEB45500PE,BANKNIFTY,0.0,2023-02-23,45500.0,0.05,25,PE,NFO-OPT,NFO
61,14839554,57967,BANKNIFTY23FEB45600PE,BANKNIFTY,0.0,2023-02-23,45600.0,0.05,25,PE,NFO-OPT,NFO
62,14840066,57969,BANKNIFTY23FEB45700PE,BANKNIFTY,0.0,2023-02-23,45700.0,0.05,25,PE,NFO-OPT,NFO
63,14842114,57977,BANKNIFTY23FEB45800PE,BANKNIFTY,0.0,2023-02-23,45800.0,0.05,25,PE,NFO-OPT,NFO
64,14842626,57979,BANKNIFTY23FEB45900PE,BANKNIFTY,0.0,2023-02-23,45900.0,0.05,25,PE,NFO-OPT,NFO
65,14843138,57981,BANKNIFTY23FEB46000PE,BANKNIFTY,0.0,2023-02-23,46000.0,0.05,25,PE,NFO-OPT,NFO
66,14847490,57998,BANKNIFTY23FEB46500PE,BANKNIFTY,0.0,2023-02-23,46500.0,0.05,25,PE,NFO-OPT,NFO
67,14853890,58023,BANKNIFTY23FEB47000PE,BANKNIFTY,0.0,2023-02-23,47000.0,0.05,25,PE,NFO-OPT,NFO
