,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
0,13232642,51690,BANKNIFTY23JUN38800PE,BANKNIFTY,0.0,2023-06-29,38800.0,0.05,25,PE,NFO-OPT,NFO
1,13235202,51700,BANKNIFTY23JUN38900PE,BANKNIFTY,0.0,2023-06-29,38900.0,0.05,25,PE,NFO-OPT,NFO
2,14425346,56349,BANKNIFTY23JUN39000PE,BANKNIFTY,0.0,2023-06-29,39000.0,0.05,25,PE,NFO-OPT,NFO
3,13242370,51728,BANKNIFTY23JUN39100PE,BANKNIFTY,0.0,2023-06-29,39100.0,0.05,25,PE,NFO-OPT,NFO
4,13244674,51737,BANKNIFTY23JUN39200PE,BANKNIFTY,0.0,2023-06-29,39200.0,0.05,25,PE,NFO-OPT,NFO
5,13246978,51746,BANKNIFTY23JUN39300PE,BANKNIFTY,0.0,2023-06-29,39300.0,0.05,25,PE,NFO-OPT,NFO
6,13253634,51772,BANKNIFTY23JUN39400PE,BANKNIFTY,0.0,2023-06-29,39400.0,0.05,25,PE,NFO-OPT,NFO
7,13254146,51774,BANKNIFTY23JUN39500PE,BANKNIFTY,0.0,2023-06-29,39500.0,0.05,25,PE,NFO-OPT,NFO
8,13255682,51780,BANKNIFTY23JUN39600PE,BANKNIFTY,0.0,2023-06-29,39600.0,0.05,25,PE,NFO-OPT,NFO
9,13257218,51786,BANKNIFTY23JUN39700PE,BANKNIFTY,0.0,2023-06-29,39700.0,0.05,25,PE,NFO-OPT,NFO
10,13257986,51789,BANKNIFTY23JUN39800PE,BANKNIFTY,0.0,2023-06-29,39800.0,0.05,25,PE,NFO-OPT,NFO
11,13263362,51810,BANKNIFTY23JUN39900PE,BANKNIFTY,0.0,2023-06-29,39900.0,0.05,25,PE,NFO-OPT,NFO
12,13267202,51825,BANKNIFTY23JUN40000PE,BANKNIFTY,0.0,2023-06-29,40000.0,0.05,25,PE,NFO-OPT,NFO
13,13267714,51827,BANKNIFTY23JUN40100PE,BANKNIFTY,0.0,2023-06-29,40100.0,0.05,25,PE,NFO-OPT,NFO
14,13268738,51831,BANKNIFTY23JUN40200PE,BANKNIFTY,0.0,2023-06-29,40200.0,0.05,25,PE,NFO-OPT,NFO
15,13271298,51841,BANKNIFTY23JUN40300PE,BANKNIFTY,0.0,2023-06-29,40300.0,0.05,25,PE,NFO-OPT,NFO
16,13273346,51849,BANKNIFTY23JUN40400PE,BANKNIFTY,0.0,2023-06-29,40400.0,0.05,25,PE,NFO-OPT,NFO
17,14425858,56351,BANKNIFTY23JUN40500PE,BANKNIFTY,0.0,2023-06-29,40500.0,0.05,25,PE,NFO-OPT,NFO
18,13274626,51854,BANKNIFTY23JUN40600PE,BANKNIFTY,0.0,2023-06-29,40600.0,0.05,25,PE,NFO-OPT,NFO
19,13276674,51862,BANKNIFTY23JUN40700PE,BANKNIFTY,0.0,2023-06-29,40700.0,0.05,25,PE,NFO-OPT,NFO
20,13278722,51870,BANKNIFTY23JUN40800PE,BANKNIFTY,0.0,2023-06-29,40800.0,0.05,25,PE,NFO-OPT,NFO
21,13280514,51877,BANKNIFTY23JUN40900PE,BANKNIFTY,0.0,2023-06-29,40900.0,0.05,25,PE,NFO-OPT,NFO
22,13281794,51882,BANKNIFTY23JUN41000PE,BANKNIFTY,0.0,2023-06-29,41000.0,0.05,25,PE,NFO-OPT,NFO
23,13282562,51885,BANKNIFTY23JUN41100PE,BANKNIFTY,0.0,2023-06-29,41100.0,0.05,25,PE,NFO-OPT,NFO
24,13283586,51889,BANKNIFTY23JUN41200PE,BANKNIFTY,0.0,2023-06-29,41200.0,0.05,25,PE,NFO-OPT,NFO
25,13284610,51893,BANKNIFTY23JUN41300PE,BANKNIFTY,0.0,2023-06-29,41300.0,0.05,25,PE,NFO-OPT,NFO
26,13286914,51902,BANKNIFTY23JUN41400PE,BANKNIFTY,0.0,2023-06-29,41400.0,0.05,25,PE,NFO-OPT,NFO
27,13290242,51915,BANKNIFTY23JUN41500PE,BANKNIFTY,0.0,2023-06-29,41500.0,0.05,25,PE,NFO-OPT,NFO
28,13290754,51917,BANKNIFTY23JUN41600PE,BANKNIFTY,0.0,2023-06-29,41600.0,0.05,25,PE,NFO-OPT,NFO
29,13291266,51919,BANKNIFTY23JUN41700PE,BANKNIFTY,0.0,2023-06-29,41700.0,0.05,25,PE,NFO-OPT,NFO
30,13292290,51923,BANKNIFTY23JUN41800PE,BANKNIFTY,0.0,2023-06-29,41800.0,0.05,25,PE,NFO-OPT,NFO
31,13293570,51928,BANKNIFTY23JUN41900PE,BANKNIFTY,0.0,2023-06-29,41900.0,0.05,25,PE,NFO-OPT,NFO
