,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
0,14798594,57807,BANKNIFTY23FEB39000CE,BANKNIFTY,0.0,2023-02-23,39000.0,0.05,25,CE,NFO-OPT,NFO
1,14801154,57817,BANKNIFTY23FEB39500CE,BANKNIFTY,0.0,2023-02-23,39500.0,0.05,25,CE,NFO-OPT,NFO
2,14802178,57821,BANKNIFTY23FEB39700CE,BANKNIFTY,0.0,2023-02-23,39700.0,0.05,25,CE,NFO-OPT,NFO
3,14802690,57823,BANKNIFTY23FEB39800CE,BANKNIFTY,0.0,2023-02-23,39800.0,0.05,25,CE,NFO-OPT,NFO
4,14803202,57825,BANKNIFTY23FEB39900CE,BANKNIFTY,0.0,2023-02-23,39900.0,0.05,25,CE,NFO-OPT,NFO
5,14803714,57827,BANKNIFTY23FEB40000CE,BANKNIFTY,0.0,2023-02-23,40000.0,0.05,25,CE,NFO-OPT,NFO
6,14804226,57829,BANKNIFTY23FEB40100CE,BANKNIFTY,0.0,2023-02-23,40100.0,0.05,25,CE,NFO-OPT,NFO
7,14804738,57831,BANKNIFTY23FEB40200CE,BANKNIFTY,0.0,2023-02-23,40200.0,0.05,25,CE,NFO-OPT,NFO
8,14805250,57833,BANKNIFTY23FEB40300CE,BANKNIFTY,0.0,2023-02-23,40300.0,0.05,25,CE,NFO-OPT,NFO
9,14805762,57835,BANKNIFTY23FEB40400CE,BANKNIFTY,0.0,2023-02-23,40400.0,0.05,25,CE,NFO-OPT,NFO
10,14806274,57837,BANKNIFTY23FEB40500CE,BANKNIFTY,0.0,2023-02-23,40500.0,0.05,25,CE,NFO-OPT,NFO
11,14806786,57839,BANKNIFTY23FEB40600CE,BANKNIFTY,0.0,2023-02-23,40600.0,0.05,25,CE,NFO-OPT,NFO
12,14807298,57841,BANKNIFTY23FEB40700CE,BANKNIFTY,0.0,2023-02-23,40700.0,0.05,25,CE,NFO-OPT,NFO
