,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
34,15483138,60481,BANKNIFTY23AUG44300CE,BANKNIFTY,0.0,2023-08-31,44300.0,0.05,15,CE,NFO-OPT,NFO
35,15483650,60483,BANKNIFTY23AUG44400CE,BANKNIFTY,0.0,2023-08-31,44400.0,0.05,15,CE,NFO-OPT,NFO
36,15484162,60485,BANKNIFTY23AUG44500CE,BANKNIFTY,0.0,2023-08-31,44500.0,0.05,15,CE,NFO-OPT,NFO
37,15484674,60487,BANKNIFTY23AUG44600CE,BANKNIFTY,0.0,2023-08-31,44600.0,0.05,15,CE,NFO-OPT,NFO
38,15485186,60489,BANKNIFTY23AUG44700CE,BANKNIFTY,0.0,2023-08-31,44700.0,0.05,15,CE,NFO-OPT,NFO
39,15485698,60491,BANKNIFTY23AUG44800CE,BANKNIFTY,0.0,2023-08-31,44800.0,0.05,15,CE,NFO-OPT,NFO
40,15486210,60493,BANKNIFTY23AUG44900CE,BANKNIFTY,0.0,2023-08-31,44900.0,0.05,15,CE,NFO-OPT,NFO
41,15486722,60495,BANKNIFTY23AUG45000CE,BANKNIFTY,0.0,2023-08-31,45000.0,0.05,15,CE,NFO-OPT,NFO
42,15487234,60497,BANKNIFTY23AUG45100CE,BANKNIFTY,0.0,2023-08-31,45100.0,0.05,15,CE,NFO-OPT,NFO
43,15487746,60499,BANKNIFTY23AUG45200CE,BANKNIFTY,0.0,2023-08-31,45200.0,0.05,15,CE,NFO-OPT,NFO
44,15488258,60501,BANKNIFTY23AUG45300CE,BANKNIFTY,0.0,2023-08-31,45300.0,0.05,15,CE,NFO-OPT,NFO
45,15488770,60503,BANKNIFTY23AUG45400CE,BANKNIFTY,0.0,2023-08-31,45400.0,0.05,15,CE,NFO-OPT,NFO
46,15489282,60505,BANKNIFTY23AUG45500CE,BANKNIFTY,0.0,2023-08-31,45500.0,0.05,15,CE,NFO-OPT,NFO
47,15489794,60507,BANKNIFTY23AUG45600CE,BANKNIFTY,0.0,2023-08-31,45600.0,0.05,15,CE,NFO-OPT,NFO
48,15490306,60509,BANKNIFTY23AUG45700CE,BANKNIFTY,0.0,2023-08-31,45700.0,0.05,15,CE,NFO-OPT,NFO
49,15490818,60511,BANKNIFTY23AUG45800CE,BANKNIFTY,0.0,2023-08-31,45800.0,0.05,15,CE,NFO-OPT,NFO
50,15513602,60600,BANKNIFTY23AUG45900CE,BANKNIFTY,0.0,2023-08-31,45900.0,0.05,15,CE,NFO-OPT,NFO
51,15518978,60621,BANKNIFTY23AUG46000CE,BANKNIFTY,0.0,2023-08-31,46000.0,0.05,15,CE,NFO-OPT,NFO
52,15535874,60687,BANKNIFTY23AUG46100CE,BANKNIFTY,0.0,2023-08-31,46100.0,0.05,15,CE,NFO-OPT,NFO
53,15536386,60689,BANKNIFTY23AUG46200CE,BANKNIFTY,0.0,2023-08-31,46200.0,0.05,15,CE,NFO-OPT,NFO
54,15539970,60703,BANKNIFTY23AUG46300CE,BANKNIFTY,0.0,2023-08-31,46300.0,0.05,15,CE,NFO-OPT,NFO
55,15540482,60705,BANKNIFTY23AUG46400CE,BANKNIFTY,0.0,2023-08-31,46400.0,0.05,15,CE,NFO-OPT,NFO
56,15581698,60866,BANKNIFTY23AUG46500CE,BANKNIFTY,0.0,2023-08-31,46500.0,0.05,15,CE,NFO-OPT,NFO
57,15582722,60870,BANKNIFTY23AUG46600CE,BANKNIFTY,0.0,2023-08-31,46600.0,0.05,15,CE,NFO-OPT,NFO
58,15583746,60874,BANKNIFTY23AUG46700CE,BANKNIFTY,0.0,2023-08-31,46700.0,0.05,15,CE,NFO-OPT,NFO
59,15631618,61061,BANKNIFTY23AUG46800CE,BANKNIFTY,0.0,2023-08-31,46800.0,0.05,15,CE,NFO-OPT,NFO
60,15632386,61064,BANKNIFTY23AUG46900CE,BANKNIFTY,0.0,2023-08-31,46900.0,0.05,15,CE,NFO-OPT,NFO
61,15632898,61066,BANKNIFTY23AUG47000CE,BANKNIFTY,0.0,2023-08-31,47000.0,0.05,15,CE,NFO-OPT,NFO
62,15639298,61091,BANKNIFTY23AUG47500CE,BANKNIFTY,0.0,2023-08-31,47500.0,0.05,15,CE,NFO-OPT,NFO
63,15661826,61179,BANKNIFTY23AUG48000CE,BANKNIFTY,0.0,2023-08-31,48000.0,0.05,15,CE,NFO-OPT,NFO
