,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
0,18765826,73304,NIFTY23MAY16600CE,NIFTY,0.0,2023-05-25,16600.0,0.05,50,CE,NFO-OPT,NFO
1,18767362,73310,NIFTY23MAY16700CE,NIFTY,0.0,2023-05-25,16700.0,0.05,50,CE,NFO-OPT,NFO
2,18782722,73370,NIFTY23MAY16800CE,NIFTY,0.0,2023-05-25,16800.0,0.05,50,CE,NFO-OPT,NFO
3,18785794,73382,NIFTY23MAY16900CE,NIFTY,0.0,2023-05-25,16900.0,0.05,50,CE,NFO-OPT,NFO
4,18790402,73400,NIFTY23MAY17000CE,NIFTY,0.0,2023-05-25,17000.0,0.05,50,CE,NFO-OPT,NFO
5,18793474,73412,NIFTY23MAY17100CE,NIFTY,0.0,2023-05-25,17100.0,0.05,50,CE,NFO-OPT,NFO
6,18799106,73434,NIFTY23MAY17200CE,NIFTY,0.0,2023-05-25,17200.0,0.05,50,CE,NFO-OPT,NFO
7,18813954,73492,NIFTY23MAY17300CE,NIFTY,0.0,2023-05-25,17300.0,0.05,50,CE,NFO-OPT,NFO
8,18814978,73496,NIFTY23MAY17400CE,NIFTY,0.0,2023-05-25,17400.0,0.05,50,CE,NFO-OPT,NFO
9,18816002,73500,NIFTY23MAY17500CE,NIFTY,0.0,2023-05-25,17500.0,0.05,50,CE,NFO-OPT,NFO
10,18819074,73512,NIFTY23MAY17600CE,NIFTY,0.0,2023-05-25,17600.0,0.05,50,CE,NFO-OPT,NFO
11,18826242,73540,NIFTY23MAY17700CE,NIFTY,0.0,2023-05-25,17700.0,0.05,50,CE,NFO-OPT,NFO
12,18839298,73591,NIFTY23MAY17800CE,NIFTY,0.0,2023-05-25,17800.0,0.05,50,CE,NFO-OPT,NFO
13,18840322,73595,NIFTY23MAY17900CE,NIFTY,0.0,2023-05-25,17900.0,0.05,50,CE,NFO-OPT,NFO
14,18842370,73603,NIFTY23MAY18000CE,NIFTY,0.0,2023-05-25,18000.0,0.05,50,CE,NFO-OPT,NFO
15,18844418,73611,NIFTY23MAY18100CE,NIFTY,0.0,2023-05-25,18100.0,0.05,50,CE,NFO-OPT,NFO
16,18845442,73615,NIFTY23MAY18200CE,NIFTY,0.0,2023-05-25,18200.0,0.05,50,CE,NFO-OPT,NFO
17,18849026,73629,NIFTY23MAY18300CE,NIFTY,0.0,2023-05-25,18300.0,0.05,50,CE,NFO-OPT,NFO
18,18862850,73683,NIFTY23MAY18400CE,NIFTY,0.0,2023-05-25,18400.0,0.05,50,CE,NFO-OPT,NFO
19,18864898,73691,NIFTY23MAY18500CE,NIFTY,0.0,2023-05-25,18500.0,0.05,50,CE,NFO-OPT,NFO
20,18868738,73706,NIFTY23MAY18600CE,NIFTY,0.0,2023-05-25,18600.0,0.05,50,CE,NFO-OPT,NFO
21,18871042,73715,NIFTY23MAY18700CE,NIFTY,0.0,2023-05-25,18700.0,0.05,50,CE,NFO-OPT,NFO
22,18872066,73719,NIFTY23MAY18800CE,NIFTY,0.0,2023-05-25,18800.0,0.05,50,CE,NFO-OPT,NFO
23,18894850,73808,NIFTY23MAY18900CE,NIFTY,0.0,2023-05-25,18900.0,0.05,50,CE,NFO-OPT,NFO
24,18897922,73820,NIFTY23MAY19000CE,NIFTY,0.0,2023-05-25,19000.0,0.05,50,CE,NFO-OPT,NFO
25,18903554,73842,NIFTY23MAY19100CE,NIFTY,0.0,2023-05-25,19100.0,0.05,50,CE,NFO-OPT,NFO
26,18904578,73846,NIFTY23MAY19200CE,NIFTY,0.0,2023-05-25,19200.0,0.05,50,CE,NFO-OPT,NFO
27,18908674,73862,NIFTY23MAY19300CE,NIFTY,0.0,2023-05-25,19300.0,0.05,50,CE,NFO-OPT,NFO
28,18909698,73866,NIFTY23MAY19400CE,NIFTY,0.0,2023-05-25,19400.0,0.05,50,CE,NFO-OPT,NFO
29,18911746,73874,NIFTY23MAY19500CE,NIFTY,0.0,2023-05-25,19500.0,0.05,50,CE,NFO-OPT,NFO
30,18912770,73878,NIFTY23MAY19600CE,NIFTY,0.0,2023-05-25,19600.0,0.05,50,CE,NFO-OPT,NFO
31,18914306,73884,NIFTY23MAY19700CE,NIFTY,0.0,2023-05-25,19700.0,0.05,50,CE,NFO-OPT,NFO
