Timestamp,Python CPU Percentage,Uvicorn CPU Percentage,Python Memory Percentage,Uvicorn Memory Percentage
17:21:03,"(3.9, 0)","(10.144335566244127, 0)"
17:21:04,"(4.9, 0)","(10.144335566244127, 0)"
17:21:05,"(4.0, 0)","(10.144335566244127, 0)"
17:21:06,"(4.0, 0)","(10.144335566244127, 0)"
17:21:07,"(4.0, 0)","(10.144335566244127, 0)"
17:21:08,"(5.9, 0)","(10.144335566244127, 0)"
17:21:09,"(8.8, 0)","(10.144335566244127, 0)"
17:21:10,"(4.0, 0)","(10.144335566244127, 0)"
17:21:11,"(4.9, 0)","(10.144335566244127, 0)"
17:21:12,"(4.9, 0)","(10.144335566244127, 0)"
17:21:13,"(3.0, 0)","(10.144335566244127, 0)"
17:21:14,"(4.0, 0)","(10.144335566244127, 0)"
17:21:15,"(4.9, 0)","(10.144335566244127, 0)"
17:21:16,"(7.800000000000001, 0)","(10.144335566244127, 0)"
17:21:17,"(7.9, 0)","(10.144335566244127, 0)"
17:21:18,"(4.0, 0)","(10.144335566244127, 0)"
17:21:19,"(4.9, 0)","(10.144335566244127, 0)"
17:21:20,"(2.0, 0)","(10.144335566244127, 0)"
17:21:21,"(4.9, 0)","(10.144335566244127, 0)"
17:21:22,"(5.9, 0)","(10.150910764595944, 0)"
17:21:23,"(5.9, 0)","(10.150910764595944, 0)"
17:21:24,"(7.800000000000001, 0)","(10.150910764595944, 0)"
17:21:25,"(4.0, 0)","(10.150910764595944, 0)"
17:21:26,"(4.0, 0)","(10.150910764595944, 0)"
17:21:27,"(4.9, 0)","(10.150910764595944, 0)"
17:21:28,"(4.0, 0)","(10.150910764595944, 0)"
17:21:29,"(4.0, 0)","(10.150910764595944, 0)"
17:21:30,"(4.0, 0)","(10.150910764595944, 0)"
17:21:31,"(4.0, 0)","(10.150910764595944, 0)"
17:21:32,"(3.9, 0)","(10.150910764595944, 0)"
17:21:33,"(3.9, 0)","(10.150910764595944, 0)"
17:21:34,"(9.7, 0)","(10.150910764595944, 0)"
17:21:36,"(4.0, 0)","(10.150910764595944, 0)"
17:21:37,"(4.9, 0)","(10.157386338730308, 0)"
17:21:38,"(5.0, 0)","(10.157386338730308, 0)"
17:21:39,"(3.0, 0)","(10.157386338730308, 0)"
17:21:40,"(4.0, 0)","(10.157386338730308, 0)"
17:21:41,"(5.8, 0)","(10.157386338730308, 0)"
17:21:42,"(7.9, 0)","(10.157386338730308, 0)"
17:21:43,"(6.8, 0)","(10.157386338730308, 0)"
17:21:44,"(4.9, 0)","(10.157386338730308, 0)"
17:21:45,"(3.0, 0)","(10.157386338730308, 0)"
17:21:46,"(4.9, 0)","(10.157386338730308, 0)"
17:21:47,"(5.8, 0)","(10.157386338730308, 0)"
17:21:48,"(5.9, 0)","(10.157386338730308, 0)"
17:21:49,"(5.9, 0)","(10.157386338730308, 0)"
17:21:50,"(13.700000000000001, 0)","(10.157386338730308, 0)"
17:21:51,"(16.6, 0)","(10.157386338730308, 0)"
17:21:52,"(8.8, 0)","(10.157386338730308, 0)"
17:21:53,"(19.6, 0)","(10.157386338730308, 0)"
17:21:54,"(4.9, 0)","(10.157386338730308, 0)"
17:21:55,"(3.0, 0)","(10.157386338730308, 0)"
17:21:56,"(4.0, 0)","(10.157386338730308, 0)"
17:21:57,"(3.0, 0)","(10.157386338730308, 0)"
17:21:58,"(6.8, 0)","(10.157386338730308, 0)"
17:21:59,"(8.8, 0)","(10.157386338730308, 0)"
17:22:00,"(4.0, 0)","(10.157386338730308, 0)"
17:22:01,"(4.0, 0)","(10.157386338730308, 0)"
17:22:02,"(5.9, 0)","(10.157386338730308, 0)"
17:22:03,"(3.0, 0)","(10.157386338730308, 0)"
17:22:04,"(4.9, 0)","(10.157386338730308, 0)"
17:22:05,"(4.0, 0)","(10.157386338730308, 0)"
17:22:06,"(8.8, 0)","(10.157386338730308, 0)"
17:22:07,"(3.9, 0)","(10.157386338730308, 0)"
17:22:08,"(4.9, 0)","(10.157386338730308, 0)"
17:22:09,"(4.0, 0)","(10.157386338730308, 0)"
17:22:10,"(4.0, 0)","(10.157386338730308, 0)"
17:22:11,"(3.9, 0)","(10.157386338730308, 0)"
17:22:12,"(5.9, 0)","(10.157386338730308, 0)"
17:22:13,"(5.9, 0)","(10.157386338730308, 0)"
17:22:14,"(4.9, 0)","(10.157386338730308, 0)"
17:22:15,"(6.9, 0)","(10.157386338730308, 0)"
17:22:16,"(4.9, 0)","(10.157386338730308, 0)"
17:22:17,"(3.0, 0)","(10.157386338730308, 0)"
17:22:18,"(3.9, 0)","(10.157386338730308, 0)"
17:22:20,"(4.0, 0)","(10.157386338730308, 0)"
17:22:21,"(4.0, 0)","(10.157386338730308, 0)"
17:22:22,"(4.0, 0)","(10.157386338730308, 0)"
17:22:23,"(4.9, 0)","(10.157386338730308, 0)"
17:22:24,"(10.7, 0)","(10.157386338730308, 0)"
17:22:25,"(3.9, 0)","(10.157386338730308, 0)"
17:22:26,"(4.9, 0)","(10.157386338730308, 0)"
17:22:27,"(4.9, 0)","(10.157386338730308, 0)"
17:22:28,"(3.0, 0)","(10.157386338730308, 0)"
17:22:29,"(6.8, 0)","(10.157386338730308, 0)"
17:22:30,"(4.9, 0)","(10.157386338730308, 0)"
17:22:31,"(5.9, 0)","(10.157386338730308, 0)"
17:22:32,"(6.9, 0)","(10.157386338730308, 0)"
17:22:33,"(3.9, 0)","(10.157386338730308, 0)"
17:22:34,"(4.0, 0)","(10.157386338730308, 0)"
17:22:35,"(5.8, 0)","(10.157386338730308, 0)"
17:22:36,"(3.0, 0)","(10.157386338730308, 0)"
17:22:37,"(6.8, 0)","(10.157386338730308, 0)"
17:22:38,"(3.9, 0)","(10.157386338730308, 0)"
17:22:39,"(5.8, 0)","(10.157386338730308, 0)"
17:22:40,"(4.0, 0)","(10.157386338730308, 0)"
17:22:41,"(6.8, 0)","(10.157386338730308, 0)"
17:22:42,"(5.0, 0)","(10.157386338730308, 0)"
17:22:43,"(3.0, 0)","(10.157386338730308, 0)"
17:22:44,"(4.9, 0)","(10.157386338730308, 0)"
17:22:45,"(3.9, 0)","(10.157386338730308, 0)"
17:22:46,"(4.0, 0)","(10.157386338730308, 0)"
17:22:47,"(3.0, 0)","(10.157386338730308, 0)"
17:22:48,"(10.7, 0)","(10.157386338730308, 0)"
17:22:49,"(4.0, 0)","(10.157386338730308, 0)"
17:22:50,"(4.0, 0)","(10.157386338730308, 0)"
17:22:51,"(5.8, 0)","(10.157386338730308, 0)"
17:22:52,"(3.0, 0)","(10.157386338730308, 0)"
17:22:53,"(4.0, 0)","(10.157386338730308, 0)"
17:22:54,"(4.0, 0)","(10.157386338730308, 0)"
17:22:55,"(6.8, 0)","(10.157386338730308, 0)"
17:22:56,"(7.9, 0)","(10.157386338730308, 0)"
17:22:57,"(4.0, 0)","(10.157386338730308, 0)"
17:22:58,"(26.4, 0)","(10.157386338730308, 0)"
17:22:59,"(32.3, 0)","(10.157386338730308, 0)"
17:23:00,"(30.3, 0)","(10.157386338730308, 0)"
17:23:01,"(39.1, 0)","(10.157386338730308, 0)"
17:23:02,"(14.7, 0)","(10.157386338730308, 0)"
17:23:03,"(6.8, 0)","(10.157386338730308, 0)"
17:23:05,"(5.9, 0)","(10.157386338730308, 0)"
17:23:06,"(26.4, 0)","(10.157386338730308, 0)"
17:23:07,"(29.4, 0)","(10.157386338730308, 0)"
17:23:08,"(33.2, 0)","(10.157386338730308, 0)"
17:23:09,"(4.9, 0)","(10.157386338730308, 0)"
17:23:10,"(4.0, 0)","(10.157386338730308, 0)"
17:23:11,"(4.9, 0)","(10.157386338730308, 0)"
17:23:12,"(4.0, 0)","(10.157386338730308, 0)"
17:23:13,"(5.9, 0)","(10.157386338730308, 0)"
17:23:14,"(9.8, 0)","(10.157386338730308, 0)"
17:23:15,"(3.0, 0)","(10.157386338730308, 0)"
17:23:16,"(4.0, 0)","(10.157386338730308, 0)"
17:23:17,"(4.0, 0)","(10.157386338730308, 0)"
17:23:18,"(5.9, 0)","(10.157386338730308, 0)"
17:23:19,"(4.0, 0)","(10.157386338730308, 0)"
17:23:20,"(5.9, 0)","(10.157386338730308, 0)"
17:23:21,"(6.9, 0)","(10.157386338730308, 0)"
17:23:22,"(4.0, 0)","(10.157386338730308, 0)"
17:23:23,"(5.8, 0)","(10.157386338730308, 0)"
17:23:24,"(4.0, 0)","(10.157386338730308, 0)"
17:23:25,"(5.9, 0)","(10.157386338730308, 0)"
17:23:26,"(24.5, 0)","(10.157386338730308, 0)"
17:23:27,"(29.4, 0)","(10.157386338730308, 0)"
17:23:28,"(33.3, 0)","(10.157386338730308, 0)"
17:23:29,"(21.5, 0)","(10.157386338730308, 0)"
17:23:30,"(4.9, 0)","(10.157386338730308, 0)"
17:23:31,"(10.8, 0)","(10.157386338730308, 0)"
17:23:32,"(17.599999999999998, 0)","(10.157386338730308, 0)"
17:23:33,"(19.6, 0)","(10.157386338730308, 0)"
17:23:34,"(4.0, 0)","(10.157386338730308, 0)"
17:23:35,"(4.9, 0)","(10.157386338730308, 0)"
17:23:36,"(4.9, 0)","(10.157386338730308, 0)"
17:23:37,"(4.0, 0)","(10.157386338730308, 0)"
17:23:38,"(9.7, 0)","(10.157386338730308, 0)"
17:23:39,"(5.9, 0)","(10.157386338730308, 0)"
17:23:40,"(3.0, 0)","(10.157386338730308, 0)"
17:23:41,"(4.9, 0)","(10.157386338730308, 0)"
17:23:42,"(4.9, 0)","(10.157386338730308, 0)"
17:23:43,"(3.0, 0)","(10.157386338730308, 0)"
17:23:44,"(5.0, 0)","(10.157386338730308, 0)"
17:23:45,"(7.800000000000001, 0)","(10.157386338730308, 0)"
17:23:46,"(6.9, 0)","(10.157386338730308, 0)"
17:23:47,"(5.9, 0)","(10.157386338730308, 0)"
17:23:49,"(4.9, 0)","(10.157386338730308, 0)"
17:23:50,"(3.0, 0)","(10.157386338730308, 0)"
17:23:51,"(5.9, 0)","(10.157386338730308, 0)"
17:23:52,"(4.0, 0)","(10.157386338730308, 0)"
17:23:53,"(6.9, 0)","(10.157386338730308, 0)"
17:23:54,"(5.9, 0)","(10.157386338730308, 0)"
17:23:55,"(4.9, 0)","(10.157386338730308, 0)"
17:23:56,"(6.9, 0)","(10.157386338730308, 0)"
17:23:57,"(3.0, 0)","(10.163861912864675, 0)"
17:23:58,"(4.0, 0)","(10.163861912864675, 0)"
17:23:59,"(4.9, 0)","(10.163861912864675, 0)"
17:24:00,"(3.9, 0)","(10.163861912864675, 0)"
17:24:01,"(4.0, 0)","(10.163861912864675, 0)"
17:24:02,"(5.9, 0)","(10.163861912864675, 0)"
17:24:03,"(2.0, 0)","(10.163861912864675, 0)"
17:24:04,"(7.9, 0)","(10.163861912864675, 0)"
17:24:05,"(10.7, 0)","(10.163861912864675, 0)"
17:24:06,"(3.0, 0)","(10.163861912864675, 0)"
17:24:07,"(4.0, 0)","(10.163861912864675, 0)"
17:24:08,"(4.0, 0)","(10.163861912864675, 0)"
17:24:09,"(4.9, 0)","(10.163861912864675, 0)"
17:24:10,"(2.9, 0)","(10.163861912864675, 0)"
17:24:11,"(5.9, 0)","(10.163861912864675, 0)"
17:24:12,"(7.9, 0)","(10.163861912864675, 0)"
17:24:13,"(6.9, 0)","(10.163861912864675, 0)"
17:24:14,"(5.8, 0)","(10.163861912864675, 0)"
17:24:15,"(2.0, 0)","(10.163861912864675, 0)"
17:24:16,"(4.9, 0)","(10.163861912864675, 0)"
17:24:17,"(3.0, 0)","(10.163861912864675, 0)"
17:24:18,"(6.8, 0)","(10.163861912864675, 0)"
17:24:19,"(5.9, 0)","(10.163861912864675, 0)"
17:24:20,"(5.9, 0)","(10.163861912864675, 0)"
17:24:21,"(3.0, 0)","(10.163861912864675, 0)"
17:24:22,"(5.9, 0)","(10.163861912864675, 0)"
17:24:23,"(5.8, 0)","(10.163861912864675, 0)"
17:24:24,"(4.0, 0)","(10.163861912864675, 0)"
17:24:25,"(4.9, 0)","(10.163861912864675, 0)"
17:24:26,"(3.0, 0)","(10.163861912864675, 0)"
17:24:27,"(4.9, 0)","(10.163861912864675, 0)"
17:24:28,"(3.0, 0)","(10.163861912864675, 0)"
17:24:29,"(4.0, 0)","(10.163861912864675, 0)"
17:24:30,"(4.0, 0)","(10.163861912864675, 0)"
17:24:31,"(5.8, 0)","(10.163861912864675, 0)"
17:24:32,"(10.8, 0)","(10.163861912864675, 0)"
17:24:34,"(3.0, 0)","(10.163861912864675, 0)"
17:24:35,"(4.0, 0)","(10.163861912864675, 0)"
17:24:36,"(4.0, 0)","(10.163861912864675, 0)"
17:24:37,"(4.0, 0)","(10.163861912864675, 0)"
17:24:38,"(5.0, 0)","(10.163861912864675, 0)"
17:24:39,"(4.0, 0)","(10.163861912864675, 0)"
17:24:40,"(9.7, 0)","(10.163861912864675, 0)"
17:24:41,"(5.9, 0)","(10.163861912864675, 0)"
17:24:42,"(3.0, 0)","(10.163861912864675, 0)"
17:24:43,"(4.9, 0)","(10.163861912864675, 0)"
17:24:44,"(3.9, 0)","(10.163861912864675, 0)"
17:24:45,"(3.9, 0)","(10.163861912864675, 0)"
17:24:46,"(4.9, 0)","(10.163861912864675, 0)"
17:24:47,"(7.9, 0)","(10.163861912864675, 0)"
17:24:48,"(5.8, 0)","(10.163861912864675, 0)"
17:24:49,"(4.9, 0)","(10.163861912864675, 0)"
17:24:50,"(4.9, 0)","(10.163861912864675, 0)"
17:24:51,"(4.0, 0)","(10.163861912864675, 0)"
17:24:52,"(3.0, 0)","(10.163861912864675, 0)"
17:24:53,"(5.9, 0)","(10.163861912864675, 0)"
17:24:54,"(4.0, 0)","(10.163861912864675, 0)"
17:24:55,"(4.0, 0)","(10.163861912864675, 0)"
17:24:56,"(4.9, 0)","(10.163861912864675, 0)"
17:24:57,"(9.8, 0)","(10.163861912864675, 0)"
17:24:58,"(4.9, 0)","(10.163861912864675, 0)"
17:24:59,"(3.0, 0)","(10.163861912864675, 0)"
17:25:00,"(5.8, 0)","(10.163861912864675, 0)"
17:25:01,"(3.0, 0)","(10.163861912864675, 0)"
17:25:02,"(4.0, 0)","(10.163861912864675, 0)"
17:25:03,"(4.9, 0)","(10.163861912864675, 0)"
17:25:04,"(6.9, 0)","(10.163861912864675, 0)"
17:25:05,"(7.9, 0)","(10.163861912864675, 0)"
17:25:06,"(3.9, 0)","(10.163861912864675, 0)"
17:25:07,"(4.0, 0)","(10.163861912864675, 0)"
17:25:08,"(4.0, 0)","(10.163861912864675, 0)"
17:25:09,"(4.0, 0)","(10.163861912864675, 0)"
17:25:10,"(5.8, 0)","(10.163861912864675, 0)"
17:25:11,"(6.9, 0)","(10.163861912864675, 0)"
17:25:12,"(4.0, 0)","(10.163861912864675, 0)"
17:25:13,"(5.9, 0)","(10.163861912864675, 0)"
17:25:14,"(4.0, 0)","(10.163861912864675, 0)"
17:25:15,"(4.9, 0)","(10.163861912864675, 0)"
17:25:16,"(4.0, 0)","(10.163861912864675, 0)"
17:25:17,"(3.9, 0)","(10.163861912864675, 0)"
17:25:19,"(4.9, 0)","(10.163861912864675, 0)"
17:25:20,"(3.0, 0)","(10.163861912864675, 0)"
17:25:21,"(5.8, 0)","(10.163861912864675, 0)"
17:25:22,"(7.9, 0)","(10.163861912864675, 0)"
17:25:23,"(6.8, 0)","(10.163861912864675, 0)"
17:25:24,"(4.0, 0)","(10.163861912864675, 0)"
17:25:25,"(3.0, 0)","(10.163861912864675, 0)"
17:25:26,"(5.9, 0)","(10.163861912864675, 0)"
17:25:27,"(2.0, 0)","(10.163861912864675, 0)"
17:25:28,"(4.9, 0)","(10.163861912864675, 0)"
17:25:29,"(6.9, 0)","(10.163861912864675, 0)"
17:25:30,"(5.9, 0)","(10.163861912864675, 0)"
17:25:31,"(5.8, 0)","(10.163861912864675, 0)"
17:25:32,"(4.0, 0)","(10.163861912864675, 0)"
17:25:33,"(4.0, 0)","(10.163861912864675, 0)"
17:25:34,"(4.0, 0)","(10.163861912864675, 0)"
17:25:35,"(6.9, 0)","(10.163861912864675, 0)"
17:25:36,"(4.9, 0)","(10.163861912864675, 0)"
17:25:37,"(4.9, 0)","(10.163861912864675, 0)"
17:25:38,"(5.8, 0)","(10.163861912864675, 0)"
17:25:39,"(3.9, 0)","(10.163861912864675, 0)"
17:25:40,"(4.9, 0)","(10.163861912864675, 0)"
17:25:41,"(5.0, 0)","(10.163861912864675, 0)"
17:25:42,"(4.0, 0)","(10.163861912864675, 0)"
17:25:43,"(4.0, 0)","(10.163861912864675, 0)"
17:25:44,"(3.0, 0)","(10.163861912864675, 0)"
17:25:45,"(4.0, 0)","(10.163861912864675, 0)"
17:25:46,"(4.9, 0)","(10.163861912864675, 0)"
17:25:47,"(8.8, 0)","(10.163861912864675, 0)"
17:25:48,"(7.9, 0)","(10.163861912864675, 0)"
17:25:49,"(3.0, 0)","(10.163861912864675, 0)"
17:25:50,"(4.0, 0)","(10.163861912864675, 0)"
17:25:51,"(4.9, 0)","(10.163861912864675, 0)"
17:25:52,"(4.0, 0)","(10.163861912864675, 0)"
17:25:53,"(4.0, 0)","(10.163861912864675, 0)"
17:25:54,"(4.0, 0)","(10.163861912864675, 0)"
17:25:55,"(7.9, 0)","(10.163861912864675, 0)"
17:25:56,"(4.9, 0)","(10.163861912864675, 0)"
17:25:57,"(4.0, 0)","(10.163861912864675, 0)"
17:25:58,"(3.0, 0)","(10.163861912864675, 0)"
17:25:59,"(4.9, 0)","(10.163861912864675, 0)"
17:26:00,"(4.0, 0)","(10.163861912864675, 0)"
17:26:01,"(4.9, 0)","(10.163861912864675, 0)"
17:26:02,"(6.699999999999999, 0)","(10.163861912864675, 0)"
17:26:04,"(5.8, 0)","(10.163861912864675, 0)"
17:26:05,"(4.9, 0)","(10.163861912864675, 0)"
17:26:06,"(4.0, 0)","(10.163861912864675, 0)"
17:26:07,"(4.0, 0)","(10.163861912864675, 0)"
17:26:08,"(4.0, 0)","(10.163861912864675, 0)"
17:26:09,"(4.9, 0)","(10.163861912864675, 0)"
17:26:10,"(5.0, 0)","(10.163861912864675, 0)"
17:26:11,"(4.0, 0)","(10.163861912864675, 0)"
17:26:12,"(6.9, 0)","(10.163861912864675, 0)"
17:26:13,"(7.9, 0)","(10.163861912864675, 0)"
17:26:14,"(4.9, 0)","(10.163861912864675, 0)"
17:26:15,"(3.9, 0)","(10.163861912864675, 0)"
17:26:16,"(3.0, 0)","(10.163861912864675, 0)"
17:26:17,"(4.9, 0)","(10.163861912864675, 0)"
17:26:18,"(4.0, 0)","(10.163861912864675, 0)"
17:26:19,"(3.0, 0)","(10.163861912864675, 0)"
17:26:20,"(9.7, 0)","(10.163861912864675, 0)"
17:26:21,"(4.9, 0)","(10.163861912864675, 0)"
17:26:22,"(4.0, 0)","(10.163861912864675, 0)"
17:26:23,"(5.0, 0)","(10.163861912864675, 0)"
17:26:24,"(4.9, 0)","(10.163861912864675, 0)"
17:26:25,"(3.9, 0)","(10.163861912864675, 0)"
17:26:26,"(5.9, 0)","(10.163861912864675, 0)"
17:26:27,"(5.8, 0)","(10.163861912864675, 0)"
17:26:28,"(4.9, 0)","(10.163861912864675, 0)"
17:26:29,"(5.9, 0)","(10.163861912864675, 0)"
17:26:30,"(4.0, 0)","(10.163861912864675, 0)"
17:26:31,"(4.0, 0)","(10.163861912864675, 0)"
17:26:32,"(4.0, 0)","(10.163861912864675, 0)"
17:26:33,"(4.9, 0)","(10.163861912864675, 0)"
17:26:34,"(4.0, 0)","(10.163861912864675, 0)"
17:26:35,"(3.0, 0)","(10.163861912864675, 0)"
17:26:36,"(4.8, 0)","(10.163861912864675, 0)"
17:26:37,"(10.7, 0)","(10.163861912864675, 0)"
17:26:38,"(5.9, 0)","(10.163861912864675, 0)"
17:26:39,"(3.0, 0)","(10.163861912864675, 0)"
17:26:40,"(4.9, 0)","(10.163861912864675, 0)"
17:26:41,"(4.0, 0)","(10.163861912864675, 0)"
17:26:42,"(4.0, 0)","(10.163861912864675, 0)"
17:26:43,"(2.0, 0)","(10.163861912864675, 0)"
17:26:44,"(7.800000000000001, 0)","(10.163861912864675, 0)"
17:26:45,"(6.8, 0)","(10.163861912864675, 0)"
17:26:46,"(3.9, 0)","(10.163861912864675, 0)"
17:26:47,"(4.9, 0)","(10.163861912864675, 0)"
17:26:49,"(4.0, 0)","(10.163861912864675, 0)"
17:26:50,"(4.0, 0)","(10.163861912864675, 0)"
17:26:51,"(4.9, 0)","(10.163861912864675, 0)"
17:26:52,"(4.9, 0)","(10.163861912864675, 0)"
17:26:53,"(6.9, 0)","(10.163861912864675, 0)"
17:26:54,"(5.8, 0)","(10.163861912864675, 0)"
17:26:55,"(4.9, 0)","(10.163861912864675, 0)"
17:26:56,"(5.9, 0)","(10.163861912864675, 0)"
17:26:57,"(3.0, 0)","(10.163861912864675, 0)"
17:26:58,"(3.0, 0)","(10.163861912864675, 0)"
17:26:59,"(4.9, 0)","(10.163861912864675, 0)"
17:27:00,"(3.0, 0)","(10.163861912864675, 0)"
17:27:01,"(4.0, 0)","(10.163861912864675, 0)"
17:27:02,"(8.8, 0)","(10.163861912864675, 0)"
17:27:03,"(7.9, 0)","(10.163861912864675, 0)"
17:27:04,"(3.0, 0)","(10.163861912864675, 0)"
17:27:05,"(4.0, 0)","(10.163861912864675, 0)"
17:27:06,"(4.9, 0)","(10.163861912864675, 0)"
17:27:07,"(2.0, 0)","(10.163861912864675, 0)"
17:27:08,"(4.9, 0)","(10.163861912864675, 0)"
17:27:09,"(6.9, 0)","(10.163861912864675, 0)"
17:27:10,"(5.9, 0)","(10.163861912864675, 0)"
17:27:11,"(5.9, 0)","(10.17043711121649, 0)"
17:27:12,"(4.0, 0)","(10.17043711121649, 0)"
17:27:13,"(4.9, 0)","(10.17043711121649, 0)"
17:27:14,"(4.0, 0)","(10.17043711121649, 0)"
17:27:15,"(4.0, 0)","(10.17043711121649, 0)"
17:27:16,"(6.8, 0)","(10.17043711121649, 0)"
17:27:17,"(6.9, 0)","(10.17043711121649, 0)"
17:27:18,"(4.0, 0)","(10.17043711121649, 0)"
17:27:19,"(4.9, 0)","(10.17043711121649, 0)"
17:27:20,"(4.0, 0)","(10.17043711121649, 0)"
17:27:21,"(4.0, 0)","(10.17043711121649, 0)"
17:27:22,"(4.0, 0)","(10.17043711121649, 0)"
17:27:23,"(5.0, 0)","(10.17043711121649, 0)"
17:27:24,"(4.9, 0)","(10.17043711121649, 0)"
17:27:25,"(4.0, 0)","(10.17043711121649, 0)"
17:27:26,"(4.0, 0)","(10.17043711121649, 0)"
17:27:27,"(10.8, 0)","(10.17043711121649, 0)"
17:27:28,"(4.0, 0)","(10.17043711121649, 0)"
17:27:29,"(4.0, 0)","(10.17043711121649, 0)"
17:27:30,"(3.9, 0)","(10.17043711121649, 0)"
17:27:31,"(4.9, 0)","(10.17043711121649, 0)"
17:27:32,"(3.0, 0)","(10.17043711121649, 0)"
17:27:34,"(4.9, 0)","(10.17043711121649, 0)"
17:27:35,"(8.8, 0)","(10.17043711121649, 0)"
17:27:36,"(5.8, 0)","(10.17043711121649, 0)"
17:27:37,"(3.0, 0)","(10.17043711121649, 0)"
17:27:38,"(5.0, 0)","(10.17043711121649, 0)"
17:27:39,"(3.0, 0)","(10.17043711121649, 0)"
17:27:40,"(4.0, 0)","(10.17043711121649, 0)"
17:27:41,"(7.9, 0)","(10.17043711121649, 0)"
17:27:42,"(4.9, 0)","(10.17043711121649, 0)"
17:27:43,"(5.9, 0)","(10.17043711121649, 0)"
17:27:44,"(5.9, 0)","(10.17043711121649, 0)"
17:27:45,"(3.9, 0)","(10.17043711121649, 0)"
17:27:46,"(4.0, 0)","(10.17043711121649, 0)"
17:27:47,"(6.8, 0)","(10.17043711121649, 0)"
17:27:48,"(2.0, 0)","(10.17043711121649, 0)"
17:27:49,"(4.9, 0)","(10.17043711121649, 0)"
17:27:50,"(4.0, 0)","(10.17043711121649, 0)"
17:27:51,"(4.9, 0)","(10.17043711121649, 0)"
17:27:52,"(7.9, 0)","(10.17043711121649, 0)"
17:27:53,"(6.9, 0)","(10.17043711121649, 0)"
17:27:54,"(4.0, 0)","(10.17043711121649, 0)"
17:27:55,"(2.9, 0)","(10.17043711121649, 0)"
17:27:56,"(3.9, 0)","(10.17043711121649, 0)"
17:27:57,"(6.8, 0)","(10.17043711121649, 0)"
17:27:58,"(3.0, 0)","(10.17043711121649, 0)"
17:27:59,"(6.9, 0)","(10.17043711121649, 0)"
17:28:00,"(7.800000000000001, 0)","(10.17043711121649, 0)"
17:28:01,"(3.9, 0)","(10.17043711121649, 0)"
17:28:02,"(4.0, 0)","(10.17043711121649, 0)"
17:28:03,"(4.9, 0)","(10.17043711121649, 0)"
17:28:04,"(4.9, 0)","(10.17043711121649, 0)"
17:28:05,"(3.0, 0)","(10.17043711121649, 0)"
17:28:06,"(5.9, 0)","(10.17043711121649, 0)"
17:28:07,"(6.8, 0)","(10.17043711121649, 0)"
17:28:08,"(5.9, 0)","(10.17043711121649, 0)"
17:28:09,"(4.0, 0)","(10.17043711121649, 0)"
17:28:10,"(4.0, 0)","(10.17043711121649, 0)"
17:28:11,"(5.0, 0)","(10.17043711121649, 0)"
17:28:12,"(4.9, 0)","(10.17043711121649, 0)"
17:28:13,"(3.0, 0)","(10.17043711121649, 0)"
17:28:14,"(4.0, 0)","(10.17043711121649, 0)"
17:28:15,"(4.9, 0)","(10.17043711121649, 0)"
17:28:16,"(6.9, 0)","(10.17043711121649, 0)"
17:28:17,"(8.8, 0)","(10.17043711121649, 0)"
17:28:19,"(4.0, 0)","(10.17043711121649, 0)"
17:28:20,"(3.0, 0)","(10.17043711121649, 0)"
17:28:21,"(3.9, 0)","(10.17043711121649, 0)"
17:28:22,"(4.9, 0)","(10.17043711121649, 0)"
17:28:23,"(4.0, 0)","(10.17043711121649, 0)"
17:28:24,"(5.8, 0)","(10.17043711121649, 0)"
17:28:25,"(8.8, 0)","(10.17043711121649, 0)"
17:28:26,"(5.9, 0)","(10.17043711121649, 0)"
17:28:27,"(4.0, 0)","(10.17043711121649, 0)"
17:28:28,"(3.0, 0)","(10.17043711121649, 0)"
17:28:29,"(4.9, 0)","(10.17043711121649, 0)"
17:28:30,"(4.9, 0)","(10.17043711121649, 0)"
17:28:31,"(5.9, 0)","(10.17043711121649, 0)"
17:28:32,"(6.9, 0)","(10.17043711121649, 0)"
17:28:33,"(4.9, 0)","(10.17043711121649, 0)"
17:28:34,"(4.0, 0)","(10.17043711121649, 0)"
17:28:35,"(5.8, 0)","(10.17043711121649, 0)"
17:28:36,"(4.0, 0)","(10.17043711121649, 0)"
17:28:37,"(2.0, 0)","(10.17043711121649, 0)"
17:28:38,"(5.9, 0)","(10.17043711121649, 0)"
17:28:39,"(5.0, 0)","(10.17043711121649, 0)"
17:28:40,"(3.9, 0)","(10.17043711121649, 0)"
17:28:41,"(7.9, 0)","(10.17043711121649, 0)"
17:28:42,"(6.9, 0)","(10.17043711121649, 0)"
17:28:43,"(4.0, 0)","(10.17043711121649, 0)"
17:28:44,"(3.0, 0)","(10.17043711121649, 0)"
17:28:45,"(4.9, 0)","(10.17043711121649, 0)"
17:28:46,"(4.0, 0)","(10.17043711121649, 0)"
17:28:47,"(4.0, 0)","(10.17043711121649, 0)"
17:28:48,"(5.9, 0)","(10.17043711121649, 0)"
17:28:49,"(5.9, 0)","(10.17043711121649, 0)"
17:28:50,"(6.8, 0)","(10.17043711121649, 0)"
17:28:51,"(2.0, 0)","(10.17043711121649, 0)"
17:28:52,"(5.0, 0)","(10.17043711121649, 0)"
17:28:53,"(4.9, 0)","(10.17043711121649, 0)"
17:28:54,"(4.0, 0)","(10.17043711121649, 0)"
17:28:55,"(6.9, 0)","(10.17043711121649, 0)"
